Date,Bullish,Neutral,Bearish,Bull 8 wk mov avg,Bull 16 wk mov avg,Bear 8 wk mov avg,Bear 16 wk mov avg,Neutral 8 wk mov avg,Neutral 16 wk mov avg,Bull-Bear Spread,Close,Close in 4 wks,Close in 8 wks
1-6-89,0.26,0.51,0.23,0.22,0.47,0.31,0.29,0.47,0.47,0.03,280.67,296.97,291.18
1-13-89,0.36,0.44,0.20,0.23,0.47,0.29,0.28,0.48,0.47,0.16,283.87,292.02,292.88
1-20-89,0.36,0.47,0.17,0.26,0.47,0.26,0.27,0.48,0.47,0.19,286.63,296.76,292.69
1-27-89,0.32,0.49,0.19,0.27,0.47,0.24,0.26,0.49,0.47,0.13,293.82,287.13,288.98
2-3-89,0.33,0.44,0.23,0.29,0.47,0.22,0.26,0.49,0.47,0.10,296.97,291.18,294.87
2-10-89,0.43,0.31,0.26,0.32,0.46,0.23,0.26,0.46,0.46,0.17,292.02,292.88,297.16
2-17-89,0.42,0.41,0.17,0.34,0.46,0.21,0.26,0.45,0.46,0.25,296.76,292.69,301.36
2-24-89,0.29,0.45,0.26,0.35,0.46,0.21,0.26,0.44,0.46,0.03,287.13,288.98,309.61
3-3-89,0.29,0.35,0.36,0.35,0.44,0.23,0.27,0.42,0.44,-0.07,291.18,294.87,309.64
3-10-89,0.13,0.52,0.35,0.32,0.46,0.25,0.27,0.43,0.46,-0.22,292.88,297.16,307.61
3-17-89,0.28,0.43,0.29,0.31,0.45,0.26,0.26,0.43,0.45,-0.01,292.69,301.36,313.84
3-23-89,0.29,0.41,0.30,0.31,0.45,0.28,0.26,0.42,0.45,-0.01,288.98,309.61,321.24
3-31-89,0.18,0.42,0.40,0.29,0.45,0.30,0.26,0.41,0.45,-0.22,294.87,309.64,321.59
4-7-89,0.23,0.45,0.32,0.26,0.44,0.31,0.27,0.43,0.44,-0.09,297.16,307.61,325.52
4-14-89,0.25,0.42,0.33,0.24,0.44,0.33,0.27,0.43,0.44,-0.08,301.36,313.84,326.69
4-21-89,0.21,0.51,0.28,0.23,0.44,0.33,0.27,0.44,0.44,-0.07,309.61,321.24,321.35
4-28-89,0.31,0.40,0.29,0.24,0.43,0.32,0.28,0.45,0.43,0.02,309.64,321.59,328.00
5-5-89,0.30,0.40,0.30,0.26,0.43,0.31,0.28,0.43,0.43,0.00,307.61,325.52,317.98
5-12-89,0.38,0.43,0.19,0.27,0.43,0.30,0.28,0.43,0.43,0.19,313.84,326.69,324.91
5-19-89,0.43,0.38,0.19,0.29,0.42,0.29,0.28,0.43,0.42,0.24,321.24,321.35,331.84
5-26-89,0.48,0.31,0.21,0.32,0.41,0.26,0.28,0.41,0.41,0.27,321.59,328.00,335.90
6-2-89,0.42,0.27,0.31,0.35,0.41,0.26,0.28,0.39,0.41,0.11,325.52,317.98,342.15
6-9-89,0.43,0.34,0.23,0.37,0.41,0.25,0.29,0.38,0.41,0.20,326.69,324.91,343.92
6-16-89,0.32,0.37,0.31,0.38,0.40,0.25,0.29,0.36,0.40,0.01,321.35,331.84,344.74
6-23-89,0.33,0.22,0.45,0.39,0.39,0.27,0.30,0.34,0.39,-0.12,328.00,335.90,346.03
6-30-89,0.40,0.34,0.26,0.40,0.38,0.27,0.29,0.33,0.38,0.14,317.98,342.15,350.52
7-7-89,0.37,0.32,0.31,0.40,0.37,0.28,0.29,0.32,0.37,0.06,324.91,343.92,353.73
7-14-89,0.22,0.30,0.48,0.37,0.37,0.32,0.30,0.31,0.37,-0.26,331.84,344.74,348.76
7-21-89,0.32,0.39,0.29,0.35,0.37,0.33,0.30,0.32,0.37,0.03,335.90,346.03,345.06
7-28-89,0.41,0.25,0.34,0.35,0.35,0.33,0.30,0.32,0.35,0.07,342.15,350.52,347.05
8-4-89,0.35,0.30,0.35,0.34,0.35,0.35,0.30,0.31,0.35,0.00,343.92,353.73,349.15
8-11-89,0.53,0.21,0.26,0.37,0.33,0.34,0.30,0.29,0.33,0.27,344.74,348.76,358.78
8-18-89,0.35,0.28,0.37,0.37,0.32,0.33,0.30,0.30,0.32,-0.02,346.03,345.06,333.65
8-25-89,0.45,0.24,0.31,0.38,0.31,0.34,0.30,0.29,0.31,0.14,350.52,347.05,347.16
9-1-89,0.34,0.30,0.36,0.37,0.30,0.35,0.31,0.28,0.30,-0.02,353.73,349.15,335.06
9-8-89,0.30,0.30,0.40,0.38,0.30,0.34,0.33,0.28,0.30,-0.10,348.76,358.78,337.62
9-15-89,0.31,0.44,0.25,0.38,0.30,0.33,0.33,0.29,0.30,0.06,345.06,333.65,339.10
9-22-89,0.24,0.37,0.39,0.36,0.31,0.34,0.34,0.31,0.31,-0.15,347.05,347.16,341.61
9-29-89,0.33,0.38,0.29,0.36,0.31,0.33,0.34,0.32,0.31,0.04,349.15,335.06,343.97
10-6-89,0.24,0.43,0.33,0.32,0.32,0.34,0.34,0.34,0.32,-0.09,358.78,337.62,350.63
10-13-89,0.28,0.52,0.20,0.31,0.34,0.32,0.32,0.37,0.34,0.08,333.65,339.10,348.69
10-20-89,0.39,0.28,0.33,0.30,0.33,0.32,0.33,0.38,0.33,0.06,347.16,341.61,350.14
10-27-89,0.36,0.33,0.31,0.31,0.33,0.31,0.33,0.38,0.33,0.05,335.06,343.97,347.42
11-3-89,0.37,0.31,0.32,0.32,0.33,0.30,0.32,0.38,0.33,0.05,337.62,350.63,353.40
11-10-89,0.27,0.37,0.36,0.31,0.33,0.32,0.32,0.37,0.33,-0.09,339.10,348.69,352.20
11-17-89,0.24,0.28,0.48,0.31,0.33,0.33,0.33,0.36,0.33,-0.24,341.61,350.14,339.93
11-22-89,0.27,0.40,0.33,0.30,0.34,0.33,0.33,0.37,0.34,-0.06,343.97,347.42,339.15
12-1-89,0.28,0.40,0.32,0.31,0.35,0.33,0.33,0.36,0.35,-0.04,350.63,353.40,325.80
12-8-89,0.31,0.41,0.28,0.31,0.36,0.34,0.33,0.35,0.36,0.03,348.69,352.20,330.92
12-15-89,0.42,0.30,0.28,0.32,0.36,0.34,0.33,0.35,0.36,0.14,350.14,339.93,333.62
12-22-89,0.36,0.32,0.32,0.32,0.37,0.34,0.32,0.35,0.37,0.04,347.42,339.15,332.72
12-29-89,0.35,0.31,0.34,0.31,0.37,0.34,0.32,0.35,0.37,0.01,353.40,325.80,324.15
1-5-90,0.40,0.30,0.30,0.33,0.36,0.33,0.32,0.34,0.36,0.10,352.20,330.92,335.54
1-12-90,0.45,0.38,0.17,0.36,0.36,0.29,0.31,0.35,0.36,0.28,339.93,333.62,337.93
1-19-90,0.31,0.49,0.20,0.36,0.36,0.28,0.30,0.36,0.36,0.11,339.15,332.72,341.91
1-26-90,0.24,0.38,0.38,0.36,0.36,0.28,0.31,0.36,0.36,-0.14,325.80,324.15,337.22
2-2-90,0.15,0.37,0.48,0.34,0.35,0.31,0.33,0.36,0.35,-0.33,330.92,335.54,339.94
2-9-90,0.19,0.30,0.51,0.31,0.35,0.34,0.34,0.36,0.35,-0.32,333.62,337.93,340.08
2-16-90,0.23,0.43,0.34,0.29,0.36,0.34,0.34,0.37,0.36,-0.11,332.72,341.91,344.34
2-23-90,0.24,0.38,0.38,0.28,0.36,0.35,0.34,0.38,0.36,-0.14,324.15,337.22,335.12
3-2-90,0.21,0.37,0.42,0.25,0.36,0.36,0.35,0.39,0.36,-0.21,335.54,339.94,329.11
3-9-90,0.22,0.42,0.36,0.22,0.37,0.38,0.34,0.39,0.37,-0.14,337.93,340.08,338.39
3-16-90,0.25,0.35,0.40,0.22,0.37,0.41,0.34,0.38,0.37,-0.15,341.91,344.34,352.00
3-23-90,0.37,0.39,0.24,0.23,0.37,0.39,0.34,0.38,0.37,0.13,337.22,335.12,354.64
3-30-90,0.34,0.35,0.31,0.26,0.37,0.37,0.34,0.37,0.37,0.03,339.94,329.11,354.58
4-6-90,0.38,0.37,0.25,0.28,0.37,0.34,0.34,0.38,0.37,0.13,340.08,338.39,363.16
4-12-90,0.27,0.56,0.17,0.29,0.38,0.32,0.33,0.40,0.38,0.10,344.34,352.00,358.71
4-20-90,0.34,0.43,0.23,0.30,0.39,0.30,0.32,0.41,0.39,0.11,335.12,354.64,362.91
4-27-90,0.28,0.35,0.37,0.31,0.40,0.29,0.33,0.40,0.40,-0.09,329.11,354.58,355.43
5-4-90,0.20,0.35,0.45,0.30,0.39,0.30,0.34,0.39,0.39,-0.25,338.39,363.16,358.02
5-11-90,0.28,0.38,0.34,0.31,0.39,0.30,0.35,0.40,0.39,-0.06,352.00,358.71,358.42
5-18-90,0.37,0.35,0.28,0.31,0.38,0.30,0.35,0.39,0.38,0.09,354.64,362.91,367.31
5-25-90,0.39,0.32,0.29,0.31,0.38,0.30,0.33,0.39,0.38,0.10,354.58,355.43,361.61
6-1-90,0.37,0.28,0.35,0.31,0.38,0.31,0.32,0.38,0.38,0.02,363.16,358.02,353.44
6-8-90,0.35,0.35,0.30,0.32,0.38,0.33,0.32,0.35,0.38,0.05,358.71,358.42,344.86
6-15-90,0.43,0.32,0.25,0.33,0.37,0.33,0.31,0.34,0.37,0.18,362.91,367.31,335.52
6-22-90,0.34,0.32,0.34,0.34,0.37,0.33,0.31,0.33,0.37,0.00,355.43,361.61,327.83
6-29-90,0.31,0.31,0.38,0.36,0.36,0.32,0.31,0.33,0.36,-0.07,358.02,353.44,311.51
7-6-90,0.28,0.34,0.38,0.36,0.36,0.32,0.31,0.32,0.36,-0.10,358.42,344.86,322.56
7-13-90,0.40,0.30,0.30,0.36,0.36,0.32,0.31,0.32,0.36,0.10,367.31,335.52,323.40
7-20-90,0.40,0.30,0.30,0.36,0.35,0.33,0.31,0.32,0.35,0.10,361.61,327.83,316.83
7-27-90,0.52,0.24,0.24,0.38,0.34,0.31,0.31,0.31,0.34,0.28,353.44,311.51,311.32
8-3-90,0.26,0.28,0.46,0.37,0.33,0.33,0.33,0.30,0.33,-0.20,344.86,322.56,306.05
8-10-90,0.25,0.21,0.54,0.35,0.31,0.37,0.35,0.29,0.31,-0.29,335.52,323.40,311.50
8-17-90,0.18,0.23,0.59,0.33,0.31,0.40,0.36,0.28,0.31,-0.41,327.83,316.83,300.03
8-24-90,0.25,0.24,0.51,0.32,0.30,0.42,0.37,0.27,0.30,-0.26,311.51,311.32,312.48
8-31-90,0.23,0.16,0.61,0.31,0.28,0.44,0.38,0.25,0.28,-0.38,322.56,306.05,304.71
9-7-90,0.33,0.18,0.49,0.30,0.27,0.47,0.40,0.23,0.27,-0.16,323.40,311.50,311.85
9-14-90,0.16,0.33,0.51,0.27,0.27,0.49,0.41,0.23,0.27,-0.35,316.83,300.03,313.74
9-21-90,0.13,0.31,0.56,0.22,0.28,0.53,0.42,0.24,0.28,-0.43,311.32,312.48,317.12
9-28-90,0.26,0.20,0.54,0.22,0.27,0.54,0.44,0.23,0.27,-0.28,306.05,304.71,316.03
10-5-90,0.15,0.26,0.59,0.21,0.26,0.55,0.46,0.24,0.26,-0.44,311.50,311.85,322.22
10-12-90,0.21,0.27,0.52,0.22,0.26,0.54,0.47,0.24,0.26,-0.31,300.03,313.74,327.75
10-19-90,0.13,0.20,0.67,0.20,0.25,0.56,0.49,0.24,0.25,-0.54,312.48,317.12,326.82
10-26-90,0.23,0.19,0.58,0.20,0.24,0.56,0.50,0.24,0.24,-0.35,304.71,316.03,331.75
11-2-90,0.20,0.36,0.44,0.18,0.25,0.55,0.51,0.27,0.25,-0.24,311.85,322.22,328.72
11-9-90,0.20,0.32,0.48,0.19,0.25,0.55,0.52,0.26,0.25,-0.28,313.74,327.75,321.00
11-16-90,0.12,0.33,0.55,0.19,0.25,0.55,0.54,0.27,0.25,-0.43,317.12,326.82,315.23
11-21-90,0.16,0.37,0.47,0.18,0.26,0.54,0.54,0.29,0.26,-0.31,316.03,331.75,332.23
11-30-90,0.22,0.33,0.45,0.18,0.27,0.52,0.54,0.30,0.27,-0.23,322.22,328.72,336.07
12-7-90,0.26,0.33,0.41,0.19,0.27,0.51,0.52,0.30,0.27,-0.15,327.75,321.00,343.05
12-14-90,0.31,0.31,0.38,0.21,0.28,0.47,0.52,0.32,0.28,-0.07,326.82,315.23,359.35
12-21-90,0.16,0.34,0.50,0.20,0.29,0.46,0.51,0.34,0.29,-0.34,331.75,332.23,369.06
12-28-90,0.30,0.30,0.40,0.22,0.30,0.46,0.50,0.33,0.30,-0.10,328.72,336.07,365.65
1-4-91,0.31,0.39,0.30,0.23,0.30,0.43,0.49,0.34,0.30,0.01,321.00,343.05,370.42
1-11-91,0.22,0.30,0.48,0.24,0.30,0.42,0.49,0.33,0.30,-0.26,315.23,359.35,374.95
1-18-91,0.22,0.27,0.51,0.25,0.30,0.43,0.48,0.32,0.30,-0.29,332.23,369.06,373.59
1-25-91,0.25,0.25,0.50,0.25,0.30,0.44,0.48,0.31,0.30,-0.25,336.07,365.65,367.48
2-1-91,0.29,0.29,0.42,0.26,0.31,0.44,0.47,0.31,0.31,-0.13,343.05,370.42,375.22
2-8-91,0.36,0.28,0.36,0.26,0.31,0.43,0.45,0.30,0.31,0.00,359.35,374.95,375.36
2-15-91,0.46,0.30,0.24,0.30,0.32,0.40,0.43,0.30,0.32,0.22,369.06,373.59,380.40
2-22-91,0.57,0.20,0.23,0.34,0.31,0.38,0.42,0.29,0.31,0.34,365.65,367.48,384.20
3-1-91,0.50,0.18,0.32,0.36,0.30,0.38,0.41,0.26,0.30,0.18,370.42,375.22,379.02
3-8-91,0.50,0.21,0.29,0.39,0.29,0.36,0.39,0.25,0.29,0.21,374.95,375.36,380.80
3-15-91,0.55,0.22,0.23,0.44,0.28,0.32,0.38,0.24,0.28,0.32,373.59,380.40,375.74
3-22-91,0.42,0.31,0.27,0.46,0.28,0.30,0.37,0.25,0.28,0.15,367.48,384.20,372.39
3-29-91,0.47,0.28,0.25,0.48,0.28,0.27,0.36,0.25,0.28,0.22,375.22,379.02,377.49
4-5-91,0.58,0.22,0.20,0.51,0.27,0.25,0.34,0.24,0.27,0.38,375.36,380.80,389.83
4-12-91,0.43,0.32,0.25,0.50,0.27,0.26,0.33,0.24,0.27,0.18,380.40,375.74,379.43
4-19-91,0.39,0.39,0.22,0.48,0.28,0.25,0.32,0.27,0.28,0.17,384.20,372.39,382.29
4-26-91,0.55,0.28,0.17,0.49,0.27,0.24,0.31,0.28,0.27,0.38,379.02,377.49,377.75
5-3-91,0.39,0.33,0.28,0.47,0.27,0.23,0.30,0.29,0.27,0.11,380.80,389.83,371.16
5-10-91,0.38,0.34,0.28,0.45,0.28,0.24,0.28,0.31,0.28,0.10,375.74,379.43,374.08
5-17-91,0.42,0.32,0.26,0.45,0.28,0.24,0.27,0.31,0.28,0.16,372.39,382.29,380.25
5-24-91,0.38,0.39,0.23,0.44,0.29,0.24,0.26,0.32,0.29,0.15,377.49,377.75,384.22
5-31-91,0.42,0.35,0.23,0.42,0.29,0.24,0.25,0.34,0.29,0.19,389.83,371.16,380.93
6-7-91,0.46,0.37,0.17,0.42,0.29,0.23,0.24,0.35,0.29,0.29,379.43,374.08,387.18
6-14-91,0.47,0.31,0.22,0.43,0.30,0.23,0.24,0.34,0.30,0.25,382.29,380.25,387.12
6-21-91,0.44,0.40,0.16,0.42,0.32,0.23,0.23,0.35,0.32,0.28,377.75,384.22,385.58
6-28-91,0.28,0.37,0.35,0.41,0.33,0.24,0.24,0.36,0.33,-0.07,371.16,380.93,394.17
7-3-91,0.28,0.39,0.33,0.39,0.34,0.24,0.24,0.36,0.34,-0.05,374.08,387.18,395.43
7-12-91,0.41,0.39,0.20,0.39,0.34,0.24,0.24,0.37,0.34,0.21,380.25,387.12,389.10
7-19-91,0.27,0.51,0.22,0.38,0.36,0.24,0.24,0.39,0.36,0.05,384.22,385.58,383.59
7-26-91,0.35,0.42,0.23,0.37,0.37,0.24,0.24,0.40,0.37,0.12,380.93,394.17,387.92
8-2-91,0.33,0.36,0.31,0.35,0.37,0.25,0.24,0.39,0.37,0.02,387.18,395.43,385.90
8-9-91,0.26,0.45,0.29,0.33,0.37,0.26,0.25,0.41,0.37,-0.03,387.12,389.10,381.24
8-16-91,0.37,0.33,0.30,0.32,0.38,0.28,0.25,0.40,0.38,0.07,385.58,383.59,381.45
8-23-91,0.32,0.36,0.32,0.32,0.38,0.28,0.26,0.40,0.38,0.00,394.17,387.92,392.50
8-30-91,0.41,0.40,0.19,0.34,0.38,0.26,0.25,0.40,0.38,0.22,395.43,385.90,384.20
9-6-91,0.36,0.31,0.33,0.33,0.38,0.27,0.26,0.39,0.38,0.03,389.10,381.24,391.32
9-13-91,0.43,0.39,0.18,0.35,0.38,0.27,0.25,0.38,0.38,0.25,383.59,381.45,392.89
9-20-91,0.32,0.48,0.20,0.35,0.39,0.27,0.25,0.39,0.39,0.12,387.92,392.50,382.62
9-27-91,0.31,0.38,0.31,0.35,0.39,0.27,0.26,0.39,0.39,0.00,385.90,384.20,376.14
10-4-91,0.35,0.30,0.35,0.36,0.39,0.27,0.27,0.37,0.39,0.00,381.24,391.32,376.55
10-11-91,0.39,0.37,0.24,0.36,0.39,0.27,0.27,0.37,0.39,0.15,381.45,392.89,379.10
10-18-91,0.30,0.31,0.39,0.36,0.38,0.27,0.27,0.37,0.38,-0.09,392.50,382.62,384.47
10-25-91,0.31,0.36,0.33,0.35,0.38,0.29,0.27,0.36,0.38,-0.02,384.20,376.14,387.04
11-1-91,0.52,0.12,0.36,0.37,0.37,0.30,0.28,0.34,0.37,0.16,391.32,376.55,406.46
11-8-91,0.32,0.36,0.32,0.35,0.36,0.31,0.29,0.34,0.36,0.00,392.89,379.10,419.34
11-15-91,0.38,0.33,0.29,0.36,0.35,0.32,0.29,0.32,0.35,0.09,382.62,384.47,415.10
11-22-91,0.48,0.32,0.20,0.38,0.35,0.31,0.29,0.31,0.35,0.28,376.14,387.04,418.86
11-27-91,0.33,0.27,0.40,0.38,0.34,0.32,0.29,0.31,0.34,-0.07,376.55,406.46,415.48
12-6-91,0.23,0.32,0.45,0.36,0.34,0.34,0.30,0.30,0.34,-0.22,379.10,419.34,408.79
12-13-91,0.33,0.36,0.31,0.36,0.34,0.33,0.30,0.31,0.34,0.02,384.47,415.10,411.09
12-20-91,0.36,0.30,0.34,0.37,0.33,0.33,0.31,0.30,0.33,0.02,387.04,418.86,412.48
12-27-91,0.39,0.29,0.32,0.35,0.33,0.33,0.31,0.32,0.33,0.07,406.46,415.48,411.46
1-3-92,0.49,0.20,0.31,0.37,0.32,0.33,0.32,0.30,0.32,0.18,419.34,408.79,412.70
1-10-92,0.48,0.27,0.25,0.39,0.30,0.32,0.32,0.29,0.30,0.23,415.10,411.09,404.44
1-17-92,0.51,0.21,0.28,0.39,0.29,0.33,0.32,0.28,0.29,0.23,418.86,412.48,405.84
1-24-92,0.46,0.25,0.29,0.41,0.29,0.32,0.32,0.28,0.29,0.17,415.48,411.46,411.30
1-31-92,0.47,0.26,0.27,0.44,0.28,0.30,0.32,0.27,0.28,0.20,408.79,412.70,403.50
2-7-92,0.36,0.39,0.25,0.44,0.29,0.29,0.31,0.27,0.29,0.11,411.09,404.44,401.55
2-14-92,0.46,0.28,0.26,0.45,0.28,0.28,0.31,0.27,0.28,0.20,412.48,405.84,404.29
2-21-92,0.47,0.25,0.28,0.46,0.29,0.27,0.30,0.26,0.29,0.19,411.46,411.30,416.05
2-28-92,0.43,0.36,0.21,0.46,0.29,0.26,0.29,0.28,0.29,0.22,412.70,403.50,409.02
3-6-92,0.45,0.29,0.26,0.45,0.29,0.26,0.29,0.29,0.29,0.19,404.44,401.55,412.53
3-13-92,0.38,0.35,0.27,0.44,0.29,0.26,0.30,0.30,0.29,0.11,405.84,404.29,416.05
3-20-92,0.48,0.29,0.23,0.44,0.29,0.25,0.29,0.31,0.29,0.25,411.30,416.05,410.09
3-27-92,0.43,0.35,0.22,0.43,0.29,0.25,0.27,0.32,0.29,0.21,403.50,409.02,414.02
4-3-92,0.35,0.42,0.23,0.43,0.30,0.25,0.27,0.32,0.30,0.12,401.55,412.53,415.35
4-10-92,0.43,0.27,0.30,0.43,0.30,0.25,0.26,0.32,0.30,0.13,404.29,416.05,413.48
4-17-92,0.37,0.38,0.25,0.42,0.30,0.25,0.26,0.34,0.30,0.12,416.05,410.09,409.76
4-24-92,0.52,0.34,0.14,0.43,0.31,0.24,0.25,0.34,0.31,0.38,409.02,414.02,403.67
5-1-92,0.29,0.36,0.35,0.41,0.32,0.25,0.26,0.35,0.32,-0.06,412.53,415.35,403.45
5-8-92,0.43,0.31,0.26,0.41,0.32,0.25,0.25,0.34,0.32,0.17,416.05,413.48,411.77
5-15-92,0.40,0.37,0.23,0.40,0.33,0.25,0.25,0.35,0.33,0.17,410.09,409.76,414.62
5-22-92,0.48,0.24,0.28,0.41,0.33,0.26,0.25,0.34,0.33,0.20,414.02,403.67,415.62
5-29-92,0.41,0.43,0.16,0.42,0.33,0.25,0.25,0.34,0.33,0.25,415.35,403.45,411.60
6-5-92,0.41,0.40,0.19,0.41,0.34,0.23,0.24,0.35,0.34,0.22,413.48,411.77,424.21
6-12-92,0.31,0.46,0.23,0.41,0.35,0.23,0.24,0.36,0.35,0.08,409.76,414.62,422.19
6-19-92,0.35,0.37,0.28,0.39,0.35,0.25,0.24,0.37,0.35,0.07,403.67,415.62,419.91
6-26-92,0.39,0.34,0.27,0.40,0.36,0.24,0.24,0.37,0.36,0.12,403.45,411.60,414.85
7-2-92,0.21,0.44,0.35,0.37,0.36,0.25,0.25,0.38,0.36,-0.14,411.77,424.21,414.84
7-9-92,0.23,0.42,0.35,0.35,0.37,0.26,0.26,0.39,0.37,-0.12,414.62,422.19,417.08
7-17-92,0.29,0.40,0.31,0.33,0.37,0.27,0.26,0.41,0.37,-0.02,415.62,419.91,419.58
7-24-92,0.32,0.44,0.24,0.31,0.37,0.28,0.26,0.41,0.37,0.08,411.60,414.85,422.93
7-31-92,0.22,0.47,0.31,0.29,0.39,0.29,0.26,0.42,0.39,-0.09,424.21,414.84,414.35
8-5-92,0.28,0.39,0.33,0.29,0.39,0.31,0.27,0.41,0.39,-0.05,422.19,417.08,410.47
8-14-92,0.26,0.37,0.37,0.28,0.39,0.32,0.28,0.41,0.39,-0.11,419.91,419.58,402.66
8-21-92,0.22,0.34,0.44,0.25,0.39,0.34,0.29,0.41,0.39,-0.22,414.85,422.93,411.73
8-28-92,0.30,0.37,0.33,0.27,0.39,0.34,0.29,0.40,0.39,-0.03,414.84,414.35,414.10
9-4-92,0.14,0.44,0.42,0.25,0.40,0.34,0.30,0.40,0.40,-0.28,417.08,410.47,418.68
9-11-92,0.22,0.39,0.39,0.25,0.40,0.35,0.31,0.40,0.40,-0.17,419.58,402.66,417.58
9-18-92,0.21,0.42,0.37,0.23,0.40,0.37,0.32,0.40,0.40,-0.16,422.93,411.73,422.43
9-25-92,0.25,0.34,0.41,0.24,0.40,0.38,0.34,0.38,0.40,-0.16,414.35,414.10,426.65
10-2-92,0.30,0.35,0.35,0.24,0.39,0.39,0.35,0.38,0.39,-0.05,410.47,418.68,429.19
10-9-92,0.21,0.35,0.44,0.23,0.39,0.39,0.36,0.38,0.39,-0.23,402.66,417.58,432.06
10-16-92,0.20,0.24,0.56,0.23,0.39,0.41,0.37,0.36,0.39,-0.36,411.73,422.43,433.73
10-23-92,0.21,0.32,0.47,0.22,0.38,0.43,0.38,0.36,0.38,-0.26,414.10,426.65,441.28
10-30-92,0.35,0.35,0.30,0.24,0.37,0.41,0.38,0.35,0.37,0.05,418.68,429.19,439.77
11-6-92,0.49,0.27,0.24,0.28,0.37,0.39,0.37,0.33,0.37,0.25,417.58,432.06,435.71
11-13-92,0.37,0.44,0.19,0.30,0.37,0.37,0.37,0.33,0.37,0.18,422.43,433.73,429.05
11-20-92,0.48,0.38,0.14,0.33,0.36,0.34,0.36,0.34,0.36,0.34,426.65,441.28,437.15
11-25-92,0.43,0.37,0.20,0.34,0.36,0.32,0.35,0.34,0.36,0.23,429.19,439.77,436.11
12-4-92,0.37,0.39,0.24,0.36,0.36,0.29,0.34,0.35,0.36,0.13,432.06,435.71,438.78
12-11-92,0.43,0.42,0.15,0.39,0.37,0.24,0.33,0.37,0.37,0.28,433.73,429.05,448.93
12-18-92,0.63,0.27,0.10,0.44,0.36,0.20,0.31,0.36,0.36,0.53,441.28,437.15,444.58
12-24-92,0.55,0.30,0.15,0.47,0.35,0.18,0.29,0.36,0.35,0.40,439.77,436.11,434.22
1-1-93,0.60,0.27,0.13,0.48,0.34,0.16,0.28,0.36,0.34,0.47,435.71,438.78,443.38
1-8-93,0.20,0.49,0.31,0.46,0.35,0.18,0.27,0.36,0.35,-0.11,429.05,448.93,446.11
1-15-93,0.54,0.32,0.14,0.47,0.35,0.18,0.26,0.35,0.35,0.40,437.15,444.58,449.83
1-22-93,0.41,0.38,0.21,0.47,0.35,0.18,0.25,0.36,0.35,0.20,436.11,434.22,450.18
1-29-93,0.40,0.37,0.23,0.47,0.35,0.18,0.24,0.35,0.35,0.17,438.78,443.38,447.78
2-5-93,0.44,0.34,0.22,0.47,0.36,0.19,0.21,0.34,0.36,0.22,448.93,446.11,441.39
2-12-93,0.47,0.31,0.22,0.45,0.35,0.20,0.20,0.35,0.35,0.25,444.58,449.83,441.84
2-19-93,0.46,0.27,0.27,0.44,0.35,0.22,0.20,0.34,0.35,0.19,434.22,450.18,448.94
2-26-93,0.34,0.32,0.34,0.41,0.35,0.24,0.20,0.35,0.35,0.00,443.38,447.78,437.17
3-5-93,0.27,0.36,0.37,0.42,0.35,0.25,0.21,0.33,0.35,-0.10,446.11,441.39,440.19
3-12-93,0.45,0.33,0.22,0.41,0.34,0.26,0.22,0.34,0.34,0.23,449.83,441.84,442.31
3-19-93,0.41,0.32,0.27,0.41,0.34,0.27,0.22,0.33,0.34,0.14,450.18,448.94,439.56
3-26-93,0.43,0.34,0.23,0.41,0.34,0.27,0.22,0.32,0.34,0.20,447.78,437.17,445.84
4-2-93,0.37,0.36,0.27,0.40,0.33,0.27,0.23,0.33,0.33,0.10,441.39,440.19,450.19
4-9-93,0.32,0.39,0.29,0.38,0.34,0.28,0.24,0.34,0.34,0.03,441.84,442.31,450.06
4-16-93,0.31,0.35,0.34,0.36,0.35,0.29,0.25,0.35,0.35,-0.03,448.94,439.56,447.26
4-23-93,0.28,0.42,0.30,0.36,0.35,0.29,0.26,0.36,0.35,-0.02,437.17,445.84,443.68
4-30-93,0.22,0.37,0.41,0.35,0.35,0.29,0.27,0.36,0.35,-0.19,440.19,450.19,447.60
5-7-93,0.21,0.45,0.34,0.32,0.36,0.31,0.28,0.38,0.36,-0.13,442.31,450.06,445.84
5-14-93,0.20,0.41,0.39,0.29,0.36,0.32,0.29,0.39,0.36,-0.19,439.56,447.26,448.13
5-21-93,0.21,0.34,0.45,0.27,0.36,0.35,0.31,0.39,0.36,-0.24,445.84,443.68,445.75
5-28-93,0.24,0.37,0.39,0.25,0.36,0.36,0.32,0.39,0.36,-0.15,450.19,447.60,447.10
6-4-93,0.33,0.39,0.28,0.25,0.36,0.36,0.32,0.39,0.36,0.05,450.06,445.84,448.13
6-11-93,0.23,0.36,0.41,0.24,0.37,0.37,0.33,0.39,0.37,-0.18,447.26,448.13,448.68
6-18-93,0.22,0.35,0.43,0.23,0.37,0.39,0.34,0.38,0.37,-0.21,443.68,445.75,450.14
6-25-93,0.28,0.38,0.34,0.24,0.37,0.38,0.34,0.38,0.37,-0.06,447.60,447.10,456.16
7-2-93,0.18,0.44,0.38,0.24,0.38,0.38,0.35,0.38,0.38,-0.20,445.84,448.13,460.54
7-9-93,0.21,0.45,0.34,0.24,0.39,0.38,0.35,0.39,0.39,-0.13,448.13,448.68,461.34
7-16-93,0.22,0.44,0.34,0.24,0.39,0.36,0.36,0.40,0.39,-0.12,445.75,450.14,461.72
