Date,Bullish,Neutral,Bearish,Bull 8 wk mov avg,Bull 16 wk mov avg,Bear 8 wk mov avg,Bear 16 wk mov avg,Neutral 8 wk mov avg,Neutral 16 wk mov avg,Bull-Bear Spread,Close,Close in 4 wks,Close in 8 wks
2-12-98,0.45,0.36,0.19,0.37,0.39,0.23,0.22,0.40,0.39,0.26,1020.09,1068.61,1110.67
2-19-98,0.42,0.43,0.15,0.38,0.39,0.22,0.21,0.41,0.39,0.27,1034.21,1099.16,1122.72
2-26-98,0.53,0.33,0.14,0.40,0.39,0.20,0.20,0.40,0.39,0.39,1049.34,1093.55,1107.90
3-5-98,0.53,0.34,0.13,0.41,0.39,0.19,0.20,0.40,0.39,0.40,1055.69,1108.15,1121.00
3-12-98,0.44,0.36,0.20,0.42,0.38,0.20,0.20,0.39,0.38,0.24,1068.61,1110.67,1108.14
3-19-98,0.40,0.38,0.22,0.43,0.38,0.19,0.20,0.38,0.38,0.18,1099.16,1122.72,1108.73
3-26-98,0.45,0.35,0.20,0.44,0.38,0.19,0.20,0.38,0.38,0.25,1093.55,1107.90,1110.47
4-2-98,0.46,0.32,0.22,0.46,0.38,0.18,0.21,0.36,0.38,0.24,1108.15,1121.00,1090.82
4-9-98,0.41,0.36,0.23,0.46,0.38,0.19,0.21,0.36,0.38,0.18,1110.67,1108.14,1113.86
4-16-98,0.53,0.32,0.15,0.47,0.38,0.19,0.20,0.35,0.38,0.38,1122.72,1108.73,1098.84
4-23-98,0.40,0.38,0.22,0.45,0.38,0.20,0.20,0.35,0.38,0.18,1107.90,1110.47,1100.65
4-30-98,0.44,0.31,0.25,0.44,0.37,0.21,0.20,0.35,0.37,0.19,1121.00,1090.82,1133.20
5-7-98,0.43,0.34,0.23,0.44,0.37,0.22,0.21,0.35,0.37,0.20,1108.14,1113.86,1146.42
5-14-98,0.33,0.41,0.26,0.43,0.37,0.22,0.20,0.35,0.37,0.07,1108.73,1098.84,1164.33
5-21-98,0.38,0.39,0.23,0.42,0.36,0.22,0.20,0.35,0.36,0.15,1110.47,1100.65,1186.75
5-28-98,0.34,0.40,0.26,0.41,0.36,0.23,0.21,0.36,0.36,0.08,1090.82,1133.20,1140.80
6-4-98,0.25,0.44,0.31,0.39,0.37,0.24,0.21,0.37,0.37,-0.06,1113.86,1146.42,1120.67
6-11-98,0.27,0.49,0.24,0.36,0.37,0.25,0.22,0.40,0.37,0.03,1098.84,1164.33,1089.45
6-18-98,0.29,0.38,0.33,0.34,0.37,0.26,0.23,0.40,0.37,-0.04,1100.65,1186.75,1062.75
6-25-98,0.28,0.44,0.28,0.32,0.38,0.27,0.24,0.41,0.38,0.00,1133.20,1140.80,1081.24
7-2-98,0.33,0.48,0.19,0.31,0.39,0.26,0.24,0.43,0.39,0.14,1146.42,1120.67,1027.04
7-9-98,0.36,0.44,0.20,0.31,0.39,0.26,0.24,0.43,0.39,0.16,1164.33,1089.45,973.89
7-16-98,0.35,0.44,0.21,0.31,0.40,0.25,0.24,0.44,0.40,0.14,1186.75,1062.75,1009.06
7-23-98,0.37,0.39,0.24,0.31,0.40,0.25,0.24,0.44,0.40,0.13,1140.80,1081.24,1020.09
7-30-98,0.44,0.36,0.20,0.34,0.40,0.24,0.24,0.43,0.40,0.24,1120.67,1027.04,1044.75
8-6-98,0.30,0.44,0.26,0.34,0.41,0.24,0.24,0.42,0.41,0.04,1089.45,973.89,1002.60
8-13-98,0.27,0.38,0.35,0.34,0.41,0.24,0.25,0.42,0.41,-0.08,1062.75,1009.06,984.39
8-20-98,0.25,0.42,0.33,0.33,0.42,0.25,0.26,0.42,0.42,-0.08,1081.24,1020.09,1056.42
8-27-98,0.23,0.32,0.45,0.32,0.41,0.28,0.27,0.40,0.41,-0.22,1027.04,1044.75,1070.67
9-3-98,0.23,0.37,0.40,0.31,0.41,0.31,0.28,0.39,0.41,-0.17,973.89,1002.60,1098.67
9-10-98,0.29,0.31,0.40,0.30,0.41,0.33,0.29,0.37,0.41,-0.11,1009.06,984.39,1141.01
9-17-98,0.34,0.35,0.31,0.29,0.40,0.34,0.29,0.37,0.40,0.03,1020.09,1056.42,1125.72
9-24-98,0.34,0.38,0.28,0.28,0.40,0.35,0.29,0.37,0.40,0.06,1044.75,1070.67,1163.55
10-1-98,0.32,0.35,0.33,0.28,0.39,0.36,0.30,0.36,0.39,-0.01,1002.60,1098.67,1192.33
10-8-98,0.25,0.43,0.32,0.28,0.39,0.35,0.30,0.37,0.39,-0.07,984.39,1141.01,1176.74
10-15-98,0.25,0.34,0.41,0.28,0.39,0.36,0.31,0.36,0.39,-0.16,1056.42,1125.72,1166.46
10-22-98,0.32,0.35,0.33,0.29,0.38,0.35,0.31,0.36,0.38,-0.01,1070.67,1163.55,1188.03
10-29-98,0.43,0.36,0.21,0.32,0.37,0.32,0.31,0.36,0.37,0.22,1098.67,1192.33,1226.27
11-5-98,0.38,0.42,0.20,0.33,0.37,0.30,0.31,0.37,0.37,0.18,1141.01,1176.74,1229.23
11-12-98,0.50,0.36,0.14,0.35,0.37,0.28,0.31,0.37,0.37,0.36,1125.72,1166.46,1275.09
11-19-98,0.40,0.42,0.18,0.36,0.38,0.27,0.31,0.38,0.38,0.22,1163.55,1188.03,1243.26
11-25-98,0.48,0.35,0.17,0.38,0.37,0.25,0.30,0.38,0.37,0.31,1192.33,1226.27,1225.19
12-3-98,0.49,0.30,0.21,0.41,0.36,0.23,0.29,0.36,0.36,0.28,1176.74,1229.23,1279.64
12-10-98,0.44,0.30,0.26,0.43,0.36,0.21,0.29,0.36,0.36,0.18,1166.46,1275.09,1239.40
12-17-98,0.41,0.34,0.25,0.44,0.36,0.20,0.28,0.36,0.36,0.16,1188.03,1243.26,1230.13
12-23-98,0.34,0.34,0.32,0.43,0.36,0.22,0.27,0.35,0.36,0.02,1226.27,1225.19,1239.22
12-31-98,0.41,0.37,0.22,0.43,0.36,0.22,0.26,0.35,0.36,0.19,1229.23,1279.64,1238.33
1-7-99,0.38,0.39,0.23,0.42,0.36,0.23,0.25,0.35,0.36,0.15,1275.09,1239.40,1275.47
1-14-99,0.51,0.28,0.21,0.43,0.36,0.23,0.25,0.33,0.36,0.30,1243.26,1230.13,1294.59
1-21-99,0.56,0.24,0.20,0.44,0.35,0.24,0.24,0.32,0.35,0.36,1225.19,1239.22,1299.29
1-28-99,0.47,0.33,0.20,0.44,0.34,0.24,0.23,0.32,0.34,0.27,1279.64,1238.33,1282.80
2-4-99,0.48,0.38,0.14,0.45,0.35,0.22,0.22,0.33,0.35,0.34,1239.40,1275.47,1293.72
2-11-99,0.48,0.35,0.17,0.45,0.35,0.21,0.21,0.34,0.35,0.31,1230.13,1294.59,1348.35
2-18-99,0.37,0.39,0.24,0.46,0.35,0.20,0.21,0.34,0.35,0.13,1239.22,1299.29,1319.00
2-25-99,0.37,0.39,0.24,0.45,0.35,0.20,0.21,0.34,0.35,0.13,1238.33,1282.80,1356.85
3-4-99,0.36,0.45,0.19,0.45,0.35,0.20,0.21,0.35,0.35,0.17,1275.47,1293.72,1335.18
3-11-99,0.37,0.42,0.21,0.43,0.35,0.20,0.22,0.37,0.35,0.16,1294.59,1348.35,1345.00
3-18-99,0.48,0.31,0.21,0.42,0.35,0.20,0.22,0.38,0.35,0.27,1299.29,1319.00,1337.80
3-25-99,0.38,0.33,0.29,0.41,0.35,0.21,0.22,0.38,0.35,0.09,1282.80,1356.85,1330.29
4-1-99,0.40,0.35,0.25,0.40,0.35,0.23,0.22,0.37,0.35,0.15,1293.72,1335.18,1301.84
4-8-99,0.36,0.38,0.26,0.39,0.36,0.24,0.22,0.38,0.36,0.10,1348.35,1345.00,1327.75
4-15-99,0.41,0.31,0.28,0.39,0.35,0.24,0.22,0.37,0.35,0.13,1319.00,1337.80,1293.64
4-22-99,0.38,0.32,0.30,0.39,0.35,0.25,0.23,0.36,0.35,0.08,1356.85,1330.29,1342.84
4-29-99,0.41,0.32,0.27,0.40,0.35,0.26,0.23,0.34,0.35,0.14,1335.18,1301.84,1315.31
5-6-99,0.54,0.32,0.14,0.42,0.35,0.25,0.22,0.33,0.35,0.40,1345.00,1327.75,1391.22
5-13-99,0.43,0.31,0.26,0.41,0.35,0.26,0.23,0.33,0.35,0.17,1337.80,1293.64,1403.28
5-20-99,0.43,0.31,0.26,0.42,0.35,0.25,0.23,0.33,0.35,0.17,1330.29,1342.84,1418.78
5-27-99,0.38,0.42,0.20,0.42,0.36,0.25,0.24,0.34,0.36,0.18,1301.84,1315.31,1356.94
6-3-99,0.32,0.36,0.32,0.41,0.36,0.25,0.25,0.33,0.36,0.00,1327.75,1391.22,1328.72
6-10-99,0.32,0.40,0.28,0.40,0.36,0.25,0.25,0.35,0.36,0.04,1293.64,1403.28,1300.29
6-17-99,0.38,0.35,0.27,0.40,0.35,0.25,0.25,0.35,0.35,0.11,1342.84,1418.78,1327.68
6-24-99,0.30,0.39,0.31,0.39,0.35,0.26,0.26,0.36,0.35,-0.01,1315.31,1356.94,1336.61
7-1-99,0.35,0.38,0.27,0.36,0.35,0.27,0.26,0.37,0.35,0.08,1391.22,1328.72,1348.27
7-8-99,0.43,0.36,0.21,0.36,0.35,0.27,0.26,0.37,0.35,0.22,1403.28,1300.29,1357.24
7-15-99,0.54,0.28,0.18,0.38,0.35,0.26,0.25,0.37,0.35,0.36,1418.78,1327.68,1351.66
7-22-99,0.55,0.23,0.22,0.40,0.34,0.26,0.25,0.34,0.34,0.33,1356.94,1336.61,1335.42
7-29-99,0.42,0.38,0.20,0.41,0.34,0.24,0.25,0.35,0.34,0.22,1328.72,1348.27,1277.36
8-5-99,0.30,0.46,0.24,0.41,0.35,0.24,0.25,0.35,0.35,0.06,1300.29,1357.24,1282.81
8-12-99,0.30,0.40,0.30,0.40,0.35,0.24,0.25,0.36,0.35,0.00,1327.68,1351.66,1336.02
8-19-99,0.31,0.46,0.23,0.40,0.36,0.23,0.24,0.37,0.36,0.08,1336.61,1335.42,1247.41
8-26-99,0.35,0.40,0.25,0.40,0.37,0.23,0.25,0.37,0.37,0.10,1348.27,1277.36,1301.65
9-2-99,0.44,0.38,0.18,0.40,0.37,0.23,0.25,0.37,0.37,0.26,1357.24,1282.81,1362.93
9-9-99,0.37,0.38,0.25,0.38,0.38,0.23,0.24,0.39,0.38,0.12,1351.66,1336.02,1370.23
9-16-99,0.36,0.43,0.21,0.36,0.38,0.23,0.25,0.41,0.38,0.15,1335.42,1247.41,1396.06
9-23-99,0.36,0.36,0.28,0.35,0.38,0.24,0.24,0.41,0.38,0.08,1277.36,1301.65,1422.00
9-30-99,0.35,0.42,0.23,0.36,0.38,0.24,0.24,0.40,0.38,0.12,1282.81,1362.93,1416.62
10-7-99,0.34,0.38,0.28,0.36,0.38,0.24,0.24,0.40,0.38,0.06,1336.02,1370.23,1433.30
10-14-99,0.42,0.39,0.19,0.37,0.38,0.23,0.23,0.39,0.38,0.23,1247.41,1396.06,1417.04
10-21-99,0.38,0.37,0.25,0.38,0.38,0.23,0.23,0.39,0.38,0.13,1301.65,1422.00,1421.03
10-28-99,0.38,0.38,0.24,0.37,0.38,0.24,0.23,0.39,0.38,0.14,1362.93,1416.62,1458.34
11-4-99,0.43,0.35,0.22,0.38,0.39,0.24,0.24,0.39,0.39,0.21,1370.23,1433.30,1469.25
11-11-99,0.48,0.26,0.26,0.39,0.39,0.24,0.24,0.36,0.39,0.22,1396.06,1417.04,1441.47
11-18-99,0.46,0.32,0.22,0.41,0.38,0.24,0.24,0.36,0.38,0.24,1422.00,1421.03,1465.15
11-24-99,0.55,0.28,0.17,0.43,0.37,0.23,0.24,0.34,0.37,0.38,1416.62,1458.34,1441.36
12-2-99,0.62,0.25,0.13,0.47,0.36,0.21,0.22,0.33,0.36,0.49,1433.30,1469.25,1360.16
12-9-99,0.62,0.27,0.11,0.49,0.35,0.20,0.22,0.31,0.35,0.51,1417.04,1441.47,1424.37
12-16-99,0.54,0.26,0.20,0.51,0.34,0.19,0.21,0.30,0.34,0.34,1421.03,1465.15,1387.12
12-23-99,0.52,0.31,0.17,0.53,0.34,0.19,0.21,0.29,0.34,0.35,1458.34,1441.36,1346.09
12-30-99,0.60,0.25,0.15,0.55,0.33,0.18,0.21,0.28,0.33,0.45,1469.25,1360.16,1333.36
1-6-00,0.75,0.12,0.13,0.58,0.31,0.16,0.20,0.26,0.31,0.62,1441.47,1424.37,1409.17
1-13-00,0.59,0.22,0.19,0.60,0.30,0.16,0.20,0.24,0.30,0.41,1465.15,1387.12,1395.07
1-20-00,0.57,0.25,0.18,0.60,0.29,0.16,0.19,0.24,0.29,0.39,1441.36,1346.09,1464.47
1-27-00,0.54,0.26,0.20,0.59,0.28,0.17,0.19,0.24,0.28,0.33,1360.16,1333.36,1527.46
2-3-00,0.51,0.24,0.24,0.58,0.27,0.18,0.19,0.24,0.27,0.27,1424.37,1409.17,1498.58
2-10-00,0.42,0.30,0.28,0.56,0.27,0.19,0.19,0.24,0.27,0.14,1387.12,1395.07,1516.35
2-17-00,0.27,0.48,0.24,0.53,0.28,0.20,0.19,0.27,0.28,0.03,1346.09,1464.47,1356.56
2-24-00,0.41,0.28,0.31,0.51,0.27,0.22,0.20,0.27,0.27,0.10,1333.36,1527.46,1434.54
3-2-00,0.37,0.40,0.23,0.46,0.28,0.23,0.20,0.30,0.28,0.13,1409.17,1498.58,1452.43
3-8-00,0.58,0.25,0.17,0.46,0.28,0.23,0.19,0.31,0.28,0.42,1395.07,1516.35,1432.63
3-16-00,0.50,0.23,0.27,0.45,0.27,0.24,0.20,0.31,0.27,0.23,1464.47,1356.56,1420.96
3-23-00,0.66,0.14,0.20,0.47,0.27,0.24,0.20,0.29,0.27,0.46,1527.46,1434.54,1406.95
3-30-00,0.39,0.11,0.50,0.45,0.26,0.27,0.23,0.28,0.26,-0.11,1498.58,1452.43,1378.02
4-6-00,0.46,0.33,0.21,0.46,0.26,0.27,0.23,0.28,0.26,0.25,1516.35,1432.63,1477.26
4-13-00,0.52,0.19,0.30,0.49,0.25,0.27,0.24,0.24,0.25,0.22,1356.56,1420.96,1456.95
4-20-00,0.64,0.14,0.23,0.51,0.25,0.26,0.24,0.22,0.25,0.41,1434.54,1406.95,1464.46
4-27-00,0.61,0.24,0.15,0.54,0.25,0.25,0.24,0.20,0.25,0.47,1452.43,1378.02,1441.48
5-4-00,0.35,0.30,0.35,0.52,0.26,0.27,0.25,0.21,0.26,0.00,1432.63,1477.26,1454.60
5-11-00,0.30,0.44,0.26,0.49,0.27,0.27,0.26,0.24,0.27,0.05,1420.96,1456.95,1478.90
5-18-00,0.35,0.24,0.41,0.45,0.27,0.30,0.27,0.25,0.27,-0.06,1406.95,1464.46,1509.98
5-25-00,0.35,0.29,0.37,0.45,0.27,0.28,0.28,0.27,0.27,-0.02,1378.02,1441.48,1480.19
6-1-00,0.42,0.21,0.38,0.44,0.27,0.30,0.28,0.25,0.27,0.04,1477.26,1454.60,1419.89
6-8-00,0.62,0.15,0.23,0.45,0.25,0.29,0.28,0.25,0.25,0.38,1456.95,1478.90,1462.93
6-15-00,0.44,0.38,0.19,0.43,0.25,0.29,0.28,0.28,0.25,0.25,1464.46,1509.98,1471.84
6-22-00,0.27,0.33,0.40,0.39,0.25,0.32,0.29,0.29,0.25,-0.13,1441.48,1480.19,1491.72
7-6-00,0.56,0.28,0.16,0.41,0.25,0.30,0.29,0.29,0.25,0.40,1454.60,1419.89,1506.45
7-13-00,0.65,0.15,0.20,0.46,0.24,0.29,0.28,0.25,0.24,0.45,1478.90,1462.93,1520.77
7-20-00,0.67,0.21,0.12,0.50,0.25,0.25,0.28,0.25,0.25,0.55,1509.98,1471.84,1494.50
7-27-00,0.43,0.37,0.20,0.51,0.27,0.23,0.26,0.26,0.27,0.23,1480.19,1491.72,1465.81
8-3-00,0.41,0.35,0.24,0.50,0.27,0.22,0.26,0.28,0.27,0.17,1419.89,1506.45,1448.72
8-10-00,0.54,0.34,0.11,0.50,0.28,0.20,0.25,0.30,0.28,0.43,1462.93,1520.77,1436.51
8-17-00,0.59,0.22,0.19,0.52,0.28,0.20,0.25,0.28,0.28,0.41,1471.84,1494.50,1408.99
8-23-00,0.58,0.19,0.23,0.55,0.28,0.18,0.25,0.26,0.28,0.35,1491.72,1465.81,1374.17
8-31-00,0.56,0.26,0.18,0.55,0.28,0.18,0.24,0.26,0.28,0.38,1506.45,1448.72,1396.93
9-7-00,0.63,0.29,0.08,0.55,0.27,0.17,0.23,0.28,0.27,0.54,1520.77,1436.51,1379.58
9-14-00,0.41,0.35,0.24,0.52,0.27,0.18,0.22,0.30,0.27,0.18,1494.50,1408.99,1426.69
9-21-00,0.44,0.38,0.19,0.52,0.28,0.18,0.21,0.30,0.28,0.25,1465.81,1374.17,1365.98
9-28-00,0.53,0.40,0.07,0.53,0.29,0.16,0.19,0.30,0.29,0.47,1448.72,1396.93,1367.72
10-5-00,0.42,0.32,0.26,0.52,0.30,0.18,0.19,0.30,0.30,0.16,1436.51,1379.58,1341.77
10-12-00,0.41,0.27,0.32,0.50,0.30,0.19,0.20,0.31,0.30,0.10,1408.99,1426.69,1315.23
10-19-00,0.49,0.27,0.24,0.49,0.29,0.20,0.19,0.32,0.29,0.24,1374.17,1365.98,1369.89
10-26-00,0.64,0.18,0.18,0.50,0.28,0.20,0.19,0.31,0.28,0.46,1396.93,1367.72,1312.15
11-2-00,0.52,0.26,0.23,0.48,0.29,0.21,0.19,0.30,0.29,0.29,1379.58,1341.77,1305.95
11-9-00,0.63,0.29,0.09,0.51,0.30,0.20,0.19,0.29,0.30,0.54,1426.69,1315.23,1320.28
11-16-00,0.46,0.38,0.17,0.51,0.30,0.19,0.19,0.29,0.30,0.29,1365.98,1369.89,1298.35
11-23-00,0.37,0.27,0.37,0.49,0.29,0.23,0.20,0.28,0.29,0.00,1367.72,1312.15,1318.55
11-30-00,0.60,0.23,0.17,0.51,0.28,0.22,0.20,0.27,0.28,0.44,1341.77,1305.95,1342.54
12-7-00,0.47,0.16,0.37,0.52,0.28,0.23,0.21,0.25,0.28,0.10,1315.23,1320.28,1354.95
12-14-00,0.60,0.08,0.33,0.54,0.27,0.24,0.22,0.23,0.27,0.27,1369.89,1298.35,1349.47
12-21-00,0.31,0.18,0.51,0.49,0.27,0.28,0.24,0.23,0.27,-0.20,1312.15,1318.55,1314.76
12-28-00,0.40,0.28,0.32,0.48,0.27,0.29,0.25,0.23,0.27,0.08,1305.95,1342.54,1301.53
1-4-01,0.43,0.33,0.24,0.45,0.27,0.31,0.25,0.24,0.27,0.19,1320.28,1354.95,1234.18
1-11-01,0.36,0.21,0.43,0.44,0.26,0.34,0.27,0.22,0.26,-0.07,1298.35,1349.47,1233.42
1-18-01,0.37,0.39,0.24,0.44,0.26,0.33,0.28,0.23,0.26,0.12,1318.55,1314.76,1150.53
1-25-01,0.49,0.25,0.26,0.43,0.25,0.34,0.28,0.23,0.25,0.23,1342.54,1301.53,1139.83
2-1-01,0.50,0.31,0.19,0.43,0.25,0.32,0.27,0.25,0.25,0.31,1354.95,1234.18,1160.33
2-8-01,0.56,0.30,0.14,0.43,0.26,0.29,0.26,0.28,0.26,0.41,1349.47,1233.42,1128.43
2-15-01,0.30,0.48,0.22,0.43,0.27,0.26,0.27,0.32,0.27,0.09,1314.76,1150.53,1183.50
2-22-01,0.26,0.35,0.39,0.41,0.28,0.26,0.28,0.33,0.28,-0.12,1301.53,1139.83,1242.98
3-1-01,0.46,0.20,0.34,0.41,0.27,0.28,0.29,0.31,0.27,0.12,1234.18,1160.33,1253.05
3-8-01,0.32,0.37,0.32,0.41,0.27,0.26,0.30,0.33,0.27,0.00,1233.42,1128.43,1266.61
3-15-01,0.31,0.33,0.36,0.40,0.28,0.28,0.30,0.32,0.28,-0.05,1150.53,1183.50,1245.67
3-22-01,0.28,0.25,0.47,0.37,0.28,0.30,0.32,0.32,0.28,-0.19,1139.83,1242.98,1291.96
3-29-01,0.37,0.35,0.27,0.36,0.29,0.31,0.31,0.33,0.29,0.10,1160.33,1253.05,1277.89
4-5-01,0.35,0.26,0.39,0.33,0.30,0.34,0.32,0.32,0.30,-0.04,1128.43,1266.61,1260.67
4-12-01,0.30,0.29,0.41,0.33,0.31,0.37,0.31,0.30,0.31,-0.11,1183.50,1245.67,1264.96
4-19-01,0.44,0.25,0.31,0.35,0.31,0.36,0.31,0.29,0.31,0.13,1242.98,1291.96,1214.36
4-26-01,0.47,0.22,0.31,0.35,0.30,0.36,0.32,0.29,0.30,0.16,1253.05,1277.89,1225.35
5-3-01,0.64,0.15,0.22,0.39,0.30,0.34,0.30,0.26,0.30,0.42,1266.61,1260.67,1224.38
5-10-01,0.53,0.29,0.18,0.42,0.29,0.32,0.30,0.26,0.29,0.36,1245.67,1264.96,1190.59
5-17-01,0.52,0.29,0.19,0.45,0.29,0.28,0.29,0.26,0.29,0.33,1291.96,1214.36,1215.68
5-24-01,0.62,0.21,0.17,0.48,0.29,0.27,0.29,0.25,0.29,0.45,1277.89,1225.35,1210.85
5-31-01,0.49,0.22,0.29,0.50,0.28,0.26,0.30,0.24,0.28,0.21,1260.67,1224.38,1205.82
6-7-01,0.43,0.32,0.26,0.52,0.27,0.24,0.30,0.25,0.27,0.17,1264.96,1190.59,1214.35
6-14-01,0.31,0.47,0.22,0.50,0.28,0.23,0.29,0.27,0.28,0.08,1214.36,1215.68,1190.16
6-21-01,0.33,0.43,0.23,0.48,0.29,0.22,0.29,0.30,0.29,0.10,1225.35,1210.85,1161.97
6-28-01,0.30,0.37,0.33,0.44,0.29,0.23,0.29,0.33,0.29,-0.03,1224.38,1205.82,1184.93
7-5-01,0.41,0.41,0.19,0.43,0.30,0.23,0.28,0.34,0.30,0.22,1190.59,1214.35,1133.58
7-12-01,0.25,0.38,0.36,0.39,0.31,0.25,0.27,0.35,0.31,-0.11,1215.68,1190.16,1085.78
7-19-01,0.50,0.35,0.15,0.38,0.31,0.25,0.26,0.37,0.31,0.35,1210.85,1161.97,1092.54
7-26-01,0.30,0.32,0.38,0.35,0.31,0.26,0.26,0.38,0.31,-0.09,1205.82,1184.93,965.80
8-2-01,0.36,0.27,0.36,0.35,0.31,0.28,0.26,0.38,0.31,0.00,1214.35,1133.58,1040.94
8-9-01,0.35,0.37,0.28,0.35,0.32,0.29,0.26,0.36,0.32,0.07,1190.16,1085.78,1071.38
8-16-01,0.35,0.27,0.38,0.35,0.32,0.30,0.26,0.34,0.32,-0.02,1161.97,1092.54,1091.65
8-23-01,0.34,0.34,0.31,0.36,0.33,0.30,0.27,0.34,0.33,0.03,1184.93,965.80,1073.48
8-30-01,0.31,0.46,0.23,0.35,0.34,0.31,0.27,0.35,0.34,0.09,1133.58,1040.94,1104.61
9-6-01,0.30,0.36,0.34,0.35,0.35,0.30,0.28,0.34,0.35,-0.03,1085.78,1071.38,1087.20
9-13-01,0.27,0.37,0.37,0.32,0.36,0.33,0.29,0.35,0.36,-0.10,1092.54,1091.65,1120.31
9-20-01,0.31,0.24,0.45,0.33,0.36,0.34,0.30,0.34,0.36,-0.14,965.80,1073.48,1138.65
9-27-01,0.51,0.27,0.22,0.34,0.36,0.32,0.30,0.34,0.36,0.29,1040.94,1104.61,1150.34
10-4-01,0.51,0.20,0.29,0.36,0.34,0.32,0.30,0.31,0.34,0.22,1071.38,1087.20,1139.45
10-11-01,0.47,0.25,0.28,0.38,0.33,0.31,0.31,0.31,0.33,0.19,1091.65,1120.31,1158.31
10-18-01,0.61,0.18,0.21,0.41,0.32,0.30,0.30,0.29,0.32,0.39,1073.48,1138.65,1123.09
10-25-01,0.56,0.26,0.18,0.44,0.31,0.29,0.30,0.27,0.31,0.38,1104.61,1150.34,1144.89
11-1-01,0.35,0.32,0.33,0.45,0.30,0.29,0.30,0.26,0.30,0.02,1087.20,1139.45,1161.02
11-8-01,0.35,0.23,0.42,0.46,0.29,0.30,0.31,0.24,0.29,-0.08,1120.31,1158.31,1172.51
11-15-01,0.45,0.21,0.33,0.48,0.29,0.28,0.31,0.24,0.29,0.12,1138.65,1123.09,1145.60
11-22-01,0.58,0.17,0.25,0.49,0.28,0.29,0.30,0.23,0.28,0.33,1150.34,1144.89,1127.58
11-29-01,0.69,0.11,0.20,0.51,0.26,0.28,0.30,0.22,0.26,0.49,1139.45,1161.02,1133.28
12-6-01,0.59,0.16,0.24,0.52,0.26,0.27,0.29,0.21,0.26,0.35,1158.31,1172.51,1122.20
12-13-01,0.61,0.25,0.14,0.52,0.25,0.26,0.28,0.21,0.25,0.47,1123.09,1145.60,1096.22
12-20-01,0.52,0.21,0.26,0.52,0.24,0.27,0.28,0.21,0.24,0.26,1144.89,1127.58,1104.18
12-27-01,0.58,0.15,0.27,0.55,0.22,0.27,0.28,0.19,0.22,0.31,1161.02,1133.28,1089.84
1-3-02,0.51,0.24,0.24,0.57,0.22,0.24,0.27,0.19,0.22,0.27,1172.51,1122.20,1131.78
1-10-02,0.55,0.23,0.22,0.58,0.22,0.23,0.26,0.19,0.22,0.33,1145.60,1096.22,1164.31
1-17-02,0.30,0.41,0.30,0.54,0.22,0.23,0.26,0.22,0.22,0.00,1127.58,1104.18,1154.09
1-24-02,0.35,0.35,0.31,0.50,0.23,0.25,0.26,0.25,0.23,0.04,1133.28,1089.84,1151.85
1-31-02,0.45,0.32,0.23,0.48,0.24,0.25,0.26,0.27,0.24,0.23,1122.20,1131.78,1144.58
2-7-02,0.38,0.40,0.23,0.45,0.25,0.26,0.26,0.29,0.25,0.15,1096.22,1164.31,1125.40
2-14-02,0.45,0.39,0.16,0.44,0.26,0.24,0.26,0.31,0.26,0.29,1104.18,1154.09,1130.47
2-21-02,0.36,0.38,0.25,0.42,0.26,0.24,0.25,0.34,0.26,0.11,1089.84,1151.85,1126.07
2-28-02,0.44,0.35,0.20,0.41,0.27,0.24,0.24,0.35,0.27,0.24,1131.78,1144.58,1093.14
3-7-02,0.53,0.31,0.16,0.41,0.28,0.23,0.23,0.36,0.28,0.38,1164.31,1125.40,1086.46
3-14-02,0.56,0.29,0.15,0.44,0.28,0.21,0.22,0.35,0.28,0.42,1154.09,1130.47,1088.85
3-21-02,0.53,0.35,0.11,0.46,0.30,0.19,0.22,0.35,0.30,0.42,1151.85,1126.07,1091.07
3-28-02,0.51,0.26,0.23,0.47,0.31,0.19,0.22,0.34,0.31,0.28,1144.58,1093.14,1086.02
4-4-02,0.40,0.39,0.20,0.48,0.31,0.18,0.22,0.34,0.31,0.20,1125.40,1086.46,1067.66
4-11-02,0.28,0.38,0.33,0.45,0.33,0.21,0.22,0.34,0.33,-0.05,1130.47,1088.85,1049.90
4-18-02,0.40,0.37,0.23,0.46,0.34,0.20,0.22,0.34,0.34,0.17,1126.07,1091.07,1020.26
4-25-02,0.37,0.40,0.23,0.45,0.35,0.21,0.22,0.34,0.35,0.13,1093.14,1086.02,1019.99
5-2-02,0.27,0.40,0.33,0.42,0.36,0.23,0.23,0.36,0.36,-0.06,1086.46,1067.66,973.53
5-9-02,0.30,0.29,0.41,0.38,0.35,0.26,0.24,0.35,0.35,-0.11,1088.85,1049.90,989.03
5-16-02,0.37,0.35,0.28,0.36,0.35,0.28,0.23,0.35,0.35,0.08,1091.07,1020.26,920.47
5-23-02,0.26,0.33,0.40,0.33,0.35,0.30,0.25,0.36,0.35,-0.14,1086.02,1019.99,906.04
5-29-02,0.28,0.32,0.40,0.32,0.35,0.33,0.26,0.35,0.35,-0.12,1067.66,973.53,843.43
6-6-02,0.33,0.28,0.39,0.32,0.34,0.34,0.27,0.34,0.34,-0.07,1049.90,989.03,911.62
6-13-02,0.32,0.35,0.34,0.31,0.34,0.35,0.28,0.34,0.34,-0.02,1020.26,920.47,876.77
6-20-02,0.46,0.29,0.26,0.32,0.33,0.35,0.28,0.32,0.33,0.20,1019.99,906.04,919.62
